delivery_id,order_id,warehouse_id,dispatch_time,delivery_time,shipping_cost
D21439,ORD11440,WH-West,2026-01-13 12:08:00,2026-01-13 15:10:00,43.71
D21440,ORD11441,WH-Central,2026-01-12 11:04:00,2026-01-12 14:57:00,51.85
D21441,ORD11442,WH-South,2026-02-23 21:00:00,2026-02-24 00:35:00,33.89
D21442,ORD11443,WH-North,2026-02-26 23:05:00,2026-02-27 03:29:00,79.35
D21443,ORD11444,WH-Central,2026-03-21 06:47:00,2026-03-21 10:57:00,83.25
D21444,ORD11445,WH-West,2026-02-03 16:40:00,2026-02-03 19:27:00,45.22
D21445,ORD11446,WH-Central,2026-02-17 20:44:00,2026-02-17 23:04:00,66.36
D21446,ORD11447,WH-South,2026-02-06 02:20:00,2026-02-06 05:07:00,64.34
D21447,ORD11448,WH-South,2026-02-19 18:00:00,,61.63
D21448,ORD11449,WH-South,2026-03-26 08:05:00,2026-03-26 13:02:00,74.25
D21449,ORD11450,WH-South,2026-01-21 19:11:00,2026-01-21 20:15:00,61.94
D21450,ORD11451,WH-West,2026-02-27 21:10:00,2026-02-27 23:02:00,78.25
D21451,ORD11452,WH-North,2026-03-09 09:50:00,2026-03-09 14:31:00,112.76
D21452,ORD11453,WH-North,2026-02-06 23:10:00,2026-02-07 02:08:00,73.8
D21453,ORD11454,WH-Central,2026-01-07 10:30:00,2026-01-07 14:04:00,96.34
D21454,ORD11455,WH-North,2026-02-04 05:50:00,2026-02-04 09:44:00,72.58
D21455,ORD11456,WH-West,2026-01-27 00:31:00,2026-01-27 01:57:00,46.36
D21456,ORD11457,WH-East,2026-03-14 07:43:00,,44.57
D21457,ORD11458,WH-West,2026-01-08 19:00:00,2026-01-08 22:03:00,93.71
D21458,ORD11459,WH-West,2026-01-07 03:28:00,2026-01-07 08:01:00,72.9
D21459,ORD11460,WH-Central,2026-01-22 22:25:00,2026-01-23 01:59:00,45.43
D21460,ORD11461,WH-West,2026-01-28 15:26:00,2026-01-28 18:51:00,40.75
D21461,ORD11462,WH-Central,2026-01-05 22:08:00,2026-01-06 00:12:00,104.61
D21462,ORD11463,WH-East,2026-01-14 02:47:00,,62.42
D21463,ORD11464,WH-Central,2026-01-03 16:26:00,2026-01-03 20:36:00,66.92
D21464,ORD11465,WH-South,2026-01-16 13:26:00,,51.15
D21465,ORD11466,WH-South,2026-03-05 20:10:00,2026-03-05 21:17:00,64.29
D21466,ORD11467,WH-North,2026-01-10 20:14:00,2026-01-11 01:12:00,50.94
D21467,ORD11468,WH-East,2026-01-22 05:10:00,,117.9
D21468,ORD11469,WH-South,2026-02-26 17:01:00,2026-02-26 17:42:00,79.45
D21469,ORD11470,WH-West,2026-01-11 00:49:00,2026-01-11 04:09:00,62.07
D21470,ORD11471,WH-Central,2026-02-15 19:03:00,,56.24
D21471,ORD11472,WH-Central,2026-01-21 16:17:00,,46.61
D21472,ORD11473,WH-West,2026-03-10 01:21:00,2026-03-10 04:56:00,48.32
D21473,ORD11474,WH-North,2026-02-28 15:29:00,,95.66
D21474,ORD11475,WH-East,2026-03-03 13:26:00,2026-03-03 16:56:00,59.01
D21475,ORD11476,WH-East,2026-01-22 15:06:00,2026-01-22 16:45:00,55.01
D21476,ORD11477,WH-South,2026-03-02 13:52:00,2026-03-02 15:04:00,83.87
D21477,ORD11478,WH-South,2026-01-19 23:11:00,2026-01-20 01:12:00,74.99
D21478,ORD11479,WH-South,2026-02-20 11:49:00,2026-02-20 13:46:00,110.63
D21479,ORD11480,WH-Central,2026-01-05 13:41:00,2026-01-05 18:34:00,47.07
D21480,ORD11481,WH-West,2026-01-23 16:44:00,2026-01-23 20:35:00,116.08
D21481,ORD11482,WH-East,2026-02-28 06:50:00,2026-02-28 09:37:00,104.72
D21482,ORD11483,WH-South,2026-01-08 06:04:00,2026-01-08 10:10:00,65.58
D21483,ORD11484,WH-Central,2026-01-06 14:07:00,2026-01-06 15:36:00,114.07
D21484,ORD11485,WH-South,2026-01-02 01:56:00,2026-01-02 03:43:00,79.82
D21485,ORD11486,WH-Central,2026-03-07 00:44:00,2026-03-07 04:34:00,97.11
D21486,ORD11487,WH-North,2026-02-02 02:44:00,2026-02-02 04:25:00,82.27
D21487,ORD11488,WH-East,2026-01-31 19:03:00,2026-01-31 20:16:00,54.92
D21488,ORD11489,WH-Central,2026-02-09 18:24:00,,85.91
D21489,ORD11490,WH-North,2026-01-04 04:40:00,2026-01-04 07:02:00,93.15
D21490,ORD11491,WH-Central,2026-02-18 07:23:00,,84.95
D21491,ORD11492,WH-East,2026-03-30 08:52:00,2026-03-30 09:53:00,92.97
D21492,ORD11493,WH-North,2026-01-15 09:19:00,2026-01-15 11:31:00,55.2
D21493,ORD11494,WH-Central,2026-03-24 20:02:00,2026-03-24 20:44:00,107.03
D21494,ORD11495,WH-East,2026-03-23 07:18:00,2026-03-23 09:09:00,56.44
D21495,ORD11496,WH-East,2026-01-26 14:48:00,2026-01-26 18:00:00,87.13
D21496,ORD11497,WH-Central,2026-02-15 18:40:00,2026-02-15 21:02:00,85.41
D21497,ORD11498,WH-Central,2026-03-08 05:49:00,2026-03-08 07:50:00,74.99
D21498,ORD11499,WH-South,2026-02-09 19:37:00,2026-02-09 21:17:00,38.04
D21499,ORD11500,WH-South,2026-03-11 04:31:00,2026-03-11 05:43:00,83.56
D21500,ORD11501,WH-Central,2026-02-02 01:38:00,2026-02-02 05:17:00,56.59
D21501,ORD11502,WH-West,2026-02-22 01:11:00,2026-02-22 03:44:00,36.52
D21502,ORD11503,WH-West,2026-03-01 10:50:00,2026-03-01 13:00:00,109.93
D21503,ORD11504,WH-Central,2026-02-28 03:04:00,,105.21
D21504,ORD11505,WH-North,2026-03-25 14:01:00,,71.28
D21505,ORD11506,WH-Central,2026-02-13 11:11:00,2026-02-13 15:41:00,116.96
D21506,ORD11507,WH-East,2026-02-14 19:46:00,2026-02-15 00:15:00,65.9
D21507,ORD11508,WH-West,2026-02-25 21:00:00,2026-02-25 22:19:00,98.91
D21508,ORD11509,WH-North,2026-01-02 20:38:00,2026-01-02 22:26:00,81.37
D21509,ORD11510,WH-South,2026-01-13 03:22:00,2026-01-13 08:10:00,87.41
D21510,ORD11511,WH-East,2026-03-13 20:02:00,2026-03-14 00:49:00,47.81
D21511,ORD11512,WH-North,2026-01-22 13:00:00,2026-01-22 16:56:00,53.06
D21512,ORD11513,WH-South,2026-03-01 18:13:00,,88.55
D21513,ORD11514,WH-East,2026-03-19 01:41:00,2026-03-19 02:54:00,56.76
D21514,ORD11515,WH-North,2026-03-03 11:57:00,2026-03-03 13:47:00,46.3
D21515,ORD11516,WH-North,2026-03-07 14:14:00,2026-03-07 17:31:00,39.13
D21516,ORD11517,WH-West,2026-03-09 16:14:00,2026-03-09 18:28:00,104.43
D21517,ORD11518,WH-North,2026-03-11 06:09:00,2026-03-11 09:18:00,108.22
D21518,ORD11519,WH-Central,2026-02-12 15:44:00,,103.53
D21519,ORD11520,WH-South,2026-03-26 18:53:00,2026-03-26 21:25:00,114.24
D21520,ORD11521,WH-East,2026-01-04 13:12:00,2026-01-04 17:39:00,105.75
D21521,ORD11522,WH-North,2026-01-15 22:43:00,2026-01-16 00:48:00,88.24
D21522,ORD11523,WH-South,2026-02-13 03:34:00,2026-02-13 07:05:00,100.13
D21523,ORD11524,WH-North,2026-02-07 23:36:00,2026-02-08 01:36:00,106.41
D21524,ORD11525,WH-South,2026-03-18 23:07:00,2026-03-19 00:57:00,39.91
D21525,ORD11526,WH-North,2026-02-20 21:02:00,2026-02-20 23:39:00,84.76
D21526,ORD11527,WH-Central,2026-03-04 02:44:00,2026-03-04 05:15:00,55.02
D21527,ORD11528,WH-West,2026-01-23 01:16:00,2026-01-23 04:06:00,36.71
D21528,ORD11529,WH-Central,2026-01-11 04:49:00,2026-01-11 07:20:00,114.56
D21529,ORD11530,WH-South,2026-02-07 11:15:00,2026-02-07 12:41:00,35.94
D21530,ORD11531,WH-North,2026-01-19 00:56:00,2026-01-19 04:28:00,84.8
D21531,ORD11532,WH-East,2026-03-27 07:32:00,2026-03-27 12:19:00,31.19
D21532,ORD11533,WH-South,2026-03-22 22:43:00,2026-03-23 00:54:00,67.08
D21533,ORD11534,WH-Central,2026-02-24 13:08:00,,80.61
D21534,ORD11535,WH-South,2026-01-06 17:07:00,2026-01-06 20:31:00,61.52
D21535,ORD11536,WH-North,2026-01-26 01:14:00,2026-01-26 05:54:00,118.0
D21536,ORD11537,WH-North,2026-03-15 06:31:00,2026-03-15 09:39:00,96.49
D21537,ORD11538,WH-South,2026-01-25 00:22:00,2026-01-25 02:06:00,119.9
D21538,ORD11539,WH-North,2026-01-27 05:43:00,2026-01-27 07:59:00,112.65
D21539,ORD11540,WH-Central,2026-03-14 06:35:00,2026-03-14 08:47:00,70.85
D21540,ORD11541,WH-West,2026-01-13 09:38:00,2026-01-13 13:22:00,83.38
D21541,ORD11542,WH-East,2026-02-21 23:14:00,2026-02-22 02:39:00,83.55
D21542,ORD11543,WH-West,2026-01-23 11:23:00,2026-01-23 16:19:00,31.02
D21543,ORD11544,WH-South,2026-02-23 02:01:00,2026-02-23 04:59:00,68.46
D21544,ORD11545,WH-North,2026-02-21 11:32:00,2026-02-21 12:53:00,38.02
D21545,ORD11546,WH-South,2026-03-24 08:36:00,2026-03-24 10:46:00,102.17
D21546,ORD11547,WH-Central,2026-02-05 09:54:00,2026-02-05 13:36:00,33.14
D21547,ORD11548,WH-North,2026-02-27 10:21:00,2026-02-27 13:35:00,38.94
D21548,ORD11549,WH-Central,2026-02-20 04:01:00,2026-02-20 04:32:00,105.94
D21549,ORD11550,WH-North,2026-01-27 22:03:00,2026-01-28 00:33:00,52.41
D21550,ORD11551,WH-East,2026-03-14 03:55:00,2026-03-14 08:34:00,38.01
D21551,ORD11552,WH-Central,2026-03-02 06:37:00,2026-03-02 10:34:00,106.11
D21552,ORD11553,WH-East,2026-03-03 18:23:00,2026-03-03 19:25:00,75.25
D21553,ORD11554,WH-Central,2026-01-22 17:36:00,2026-01-22 19:27:00,103.34
D21554,ORD11555,WH-South,2026-01-07 20:29:00,2026-01-08 00:16:00,61.6
D21555,ORD11556,WH-Central,2026-03-15 11:31:00,,80.63
D21556,ORD11557,WH-East,2026-03-14 14:26:00,2026-03-14 18:10:00,104.0
D21557,ORD11558,WH-West,2026-03-21 05:44:00,2026-03-21 07:04:00,31.03
D21558,ORD11559,WH-South,2026-02-26 16:59:00,2026-02-26 19:36:00,97.47
D21559,ORD11560,WH-Central,2026-02-04 12:10:00,2026-02-04 13:23:00,113.12
D21560,ORD11561,WH-South,2026-03-09 05:29:00,2026-03-09 06:55:00,34.58
D21561,ORD11562,WH-Central,2026-02-25 15:40:00,,71.34
D21562,ORD11563,WH-South,2026-01-17 17:30:00,2026-01-17 19:53:00,42.8
D21563,ORD11564,WH-North,2026-02-11 10:51:00,2026-02-11 12:38:00,63.33
D21564,ORD11565,WH-Central,2026-03-22 00:34:00,2026-03-22 01:53:00,55.88
D21565,ORD11566,WH-North,2026-01-04 16:07:00,2026-01-04 17:06:00,63.61
D21566,ORD11567,WH-East,2026-02-25 23:27:00,2026-02-26 03:43:00,50.07
D21567,ORD11568,WH-West,2026-01-17 04:16:00,2026-01-17 06:49:00,119.04
D21568,ORD11569,WH-North,2026-03-21 19:44:00,2026-03-21 22:05:00,40.94
D21569,ORD11570,WH-Central,2026-03-16 09:54:00,2026-03-16 10:29:00,38.37
D21570,ORD11571,WH-North,2026-03-29 03:14:00,2026-03-29 06:03:00,41.38
D21571,ORD11572,WH-East,2026-01-04 19:15:00,2026-01-04 21:18:00,73.95
D21572,ORD11573,WH-West,2026-03-19 04:30:00,2026-03-19 05:02:00,33.4
D21573,ORD11574,WH-South,2026-03-20 14:09:00,2026-03-20 14:51:00,77.14
D21574,ORD11575,WH-South,2026-03-26 15:52:00,2026-03-26 19:09:00,45.12
D21575,ORD11576,WH-Central,2026-01-10 13:21:00,2026-01-10 17:37:00,119.32
D21576,ORD11577,WH-South,2026-01-04 05:06:00,,46.28
D21577,ORD11578,WH-North,2026-02-16 07:09:00,2026-02-16 10:38:00,82.66
D21578,ORD11579,WH-Central,2026-01-24 12:06:00,2026-01-24 14:51:00,94.99
D21579,ORD11580,WH-North,2026-01-05 04:59:00,2026-01-05 08:25:00,113.53
D21580,ORD11581,WH-Central,2026-01-25 19:45:00,2026-01-25 22:03:00,42.69
D21581,ORD11582,WH-West,2026-01-22 07:22:00,2026-01-22 09:47:00,83.1
D21582,ORD11583,WH-East,2026-01-26 21:56:00,,63.72
D21583,ORD11584,WH-North,2026-02-10 12:44:00,2026-02-10 16:25:00,80.87
D21584,ORD11585,WH-East,2026-02-01 12:13:00,2026-02-01 16:26:00,35.08
D21585,ORD11586,WH-South,2026-02-12 23:41:00,2026-02-13 03:58:00,100.3
D21586,ORD11587,WH-East,2026-01-11 10:28:00,2026-01-11 15:01:00,69.22
D21587,ORD11588,WH-East,2026-03-16 23:36:00,2026-03-17 03:43:00,91.84
D21588,ORD11589,WH-North,2026-01-14 03:10:00,2026-01-14 03:45:00,73.89
D21589,ORD11590,WH-North,2026-01-29 19:31:00,2026-01-29 23:11:00,89.93
D21590,ORD11591,WH-Central,2026-01-02 06:11:00,2026-01-02 08:13:00,115.81
D21591,ORD11592,WH-West,2026-02-01 07:48:00,2026-02-01 11:56:00,74.57
D21592,ORD11593,WH-West,2026-01-19 00:22:00,2026-01-19 02:44:00,49.95
D21593,ORD11594,WH-Central,2026-02-28 04:12:00,2026-02-28 07:54:00,61.15
D21594,ORD11595,WH-South,2026-02-10 13:03:00,2026-02-10 16:05:00,77.07
D21595,ORD11596,WH-South,2026-01-12 03:16:00,2026-01-12 06:23:00,99.85
D21596,ORD11597,WH-East,2026-01-14 05:09:00,,111.63
D21597,ORD11598,WH-North,2026-01-07 19:05:00,,65.06
D21598,ORD11599,WH-South,2026-01-22 01:58:00,2026-01-22 03:02:00,117.45
D21599,ORD11600,WH-Central,2026-02-04 16:32:00,,68.76
D21600,ORD11601,WH-West,2026-03-10 00:30:00,,101.76
D21601,ORD11602,WH-North,2026-03-11 11:13:00,,43.91
D21602,ORD11603,WH-Central,2026-03-13 02:00:00,2026-03-13 03:08:00,30.03
D21603,ORD11604,WH-South,2026-03-30 00:00:00,2026-03-30 00:56:00,73.25
D21604,ORD11605,WH-West,2026-03-22 18:07:00,2026-03-22 22:19:00,82.67
D21605,ORD11606,WH-South,2026-03-14 15:05:00,2026-03-14 16:09:00,114.52
D21606,ORD11607,WH-East,2026-03-27 10:46:00,2026-03-27 11:24:00,42.95
D21607,ORD11608,WH-East,2026-03-23 20:18:00,2026-03-23 21:45:00,54.98
D21608,ORD11609,WH-North,2026-02-27 02:45:00,2026-02-27 04:21:00,94.73
D21609,ORD11610,WH-North,2026-03-29 14:43:00,2026-03-29 16:30:00,30.66
D21610,ORD11611,WH-East,2026-01-24 22:22:00,,106.8
D21611,ORD11612,WH-North,2026-01-15 01:02:00,,44.05
D21612,ORD11613,WH-West,2026-03-15 22:02:00,2026-03-16 02:34:00,46.55
D21613,ORD11614,WH-North,2026-03-02 16:16:00,2026-03-02 20:13:00,45.0
D21614,ORD11615,WH-Central,2026-01-18 06:09:00,2026-01-18 11:05:00,70.91
D21615,ORD11616,WH-South,2026-03-19 18:59:00,2026-03-19 19:40:00,64.22
D21616,ORD11617,WH-South,2026-01-03 02:35:00,2026-01-03 03:30:00,99.42
D21617,ORD11618,WH-South,2026-03-04 01:35:00,2026-03-04 04:35:00,106.97
D21618,ORD11619,WH-Central,2026-01-27 16:31:00,2026-01-27 19:28:00,66.63
D21619,ORD11620,WH-North,2026-02-25 22:54:00,2026-02-26 01:49:00,100.83
D21620,ORD11621,WH-East,2026-02-21 07:49:00,2026-02-21 12:19:00,117.19
D21621,ORD11622,WH-South,2026-02-16 00:10:00,2026-02-16 04:31:00,47.69
D21622,ORD11623,WH-Central,2026-03-25 05:54:00,2026-03-25 08:45:00,82.74
D21623,ORD11624,WH-Central,2026-01-16 23:54:00,2026-01-17 03:06:00,67.42
D21624,ORD11625,WH-East,2026-03-16 15:26:00,2026-03-16 19:43:00,112.23
D21625,ORD11626,WH-East,2026-01-11 14:55:00,2026-01-11 18:26:00,42.01
D21626,ORD11627,WH-South,2026-02-08 20:45:00,2026-02-08 21:24:00,33.61
D21627,ORD11628,WH-South,2026-03-27 06:55:00,2026-03-27 10:21:00,54.71
D21628,ORD11629,WH-East,2026-01-25 19:07:00,2026-01-25 20:59:00,86.29
D21629,ORD11630,WH-East,2026-03-25 19:19:00,2026-03-25 20:08:00,100.46
D21630,ORD11631,WH-Central,2026-02-23 23:09:00,2026-02-24 02:57:00,93.0
D21631,ORD11632,WH-North,2026-02-02 11:22:00,2026-02-02 15:41:00,46.29
D21632,ORD11633,WH-East,2026-03-08 06:39:00,,119.06
D21633,ORD11634,WH-West,2026-01-23 21:45:00,,65.98
D21634,ORD11635,WH-North,2026-01-22 03:43:00,2026-01-22 07:24:00,31.64
D21635,ORD11636,WH-Central,2026-01-10 09:54:00,2026-01-10 14:45:00,38.57
D21636,ORD11637,WH-West,2026-03-02 06:17:00,2026-03-02 08:18:00,111.58
D21637,ORD11638,WH-South,2026-01-10 17:58:00,2026-01-10 18:29:00,31.11
D21638,ORD11639,WH-Central,2026-01-08 13:07:00,2026-01-08 15:18:00,54.18
D21639,ORD11640,WH-North,2026-02-17 05:12:00,2026-02-17 07:16:00,93.75
D21640,ORD11641,WH-North,2026-03-27 12:08:00,2026-03-27 16:49:00,32.29
D21641,ORD11642,WH-Central,2026-01-11 05:02:00,2026-01-11 08:53:00,86.97
D21642,ORD11643,WH-East,2026-01-17 19:10:00,2026-01-17 23:45:00,59.61
D21643,ORD11644,WH-West,2026-03-19 00:42:00,2026-03-19 03:31:00,55.48
D21644,ORD11645,WH-Central,2026-01-27 09:07:00,,119.06
D21645,ORD11646,WH-South,2026-03-02 17:57:00,2026-03-02 22:39:00,62.34
D21646,ORD11647,WH-West,2026-01-16 04:32:00,2026-01-16 06:59:00,113.99
D21647,ORD11648,WH-Central,2026-02-17 20:01:00,2026-02-17 22:57:00,61.89
D21648,ORD11649,WH-North,2026-01-08 02:12:00,,79.07
D21649,ORD11650,WH-North,2026-02-05 23:11:00,2026-02-06 00:23:00,98.42
D21650,ORD11651,WH-North,2026-01-26 06:07:00,2026-01-26 07:02:00,78.48
D21651,ORD11652,WH-North,2026-02-08 21:27:00,2026-02-09 00:06:00,96.91
D21652,ORD11653,WH-North,2026-02-03 20:01:00,2026-02-03 21:55:00,62.97
D21653,ORD11654,WH-East,2026-03-19 01:18:00,2026-03-19 03:07:00,51.98
D21654,ORD11655,WH-Central,2026-01-12 09:00:00,2026-01-12 12:15:00,49.58
D21655,ORD11656,WH-Central,2026-01-25 06:03:00,2026-01-25 10:22:00,87.89
D21656,ORD11657,WH-West,2026-02-07 12:03:00,2026-02-07 13:53:00,101.12
D21657,ORD11658,WH-East,2026-02-24 11:59:00,2026-02-24 13:29:00,48.05
D21658,ORD11659,WH-West,2026-02-27 21:44:00,2026-02-27 23:06:00,93.52
D21659,ORD11660,WH-East,2026-01-07 09:48:00,2026-01-07 13:56:00,45.81
D21660,ORD11661,WH-South,2026-03-26 18:14:00,2026-03-26 19:01:00,98.05
D21661,ORD11662,WH-Central,2026-01-27 01:01:00,2026-01-27 02:40:00,116.8
D21662,ORD11663,WH-South,2026-01-21 04:35:00,,110.94
D21663,ORD11664,WH-East,2026-01-11 11:10:00,2026-01-11 13:40:00,81.69
D21664,ORD11665,WH-West,2026-01-03 18:40:00,2026-01-03 19:16:00,57.62
D21665,ORD11666,WH-North,2026-02-25 16:24:00,,84.11
D21666,ORD11667,WH-Central,2026-02-01 13:02:00,2026-02-01 15:21:00,39.71
D21667,ORD11668,WH-East,2026-03-25 06:13:00,2026-03-25 08:42:00,45.27
D21668,ORD11669,WH-South,2026-03-23 07:59:00,2026-03-23 12:12:00,72.38
D21669,ORD11670,WH-West,2026-01-10 08:00:00,2026-01-10 11:11:00,87.67
D21670,ORD11671,WH-North,2026-02-16 03:23:00,2026-02-16 08:05:00,77.38
D21671,ORD11672,WH-South,2026-01-20 14:49:00,2026-01-20 19:48:00,88.96
D21672,ORD11673,WH-Central,2026-02-13 09:34:00,2026-02-13 12:10:00,90.76
D21673,ORD11674,WH-East,2026-02-15 21:41:00,2026-02-16 02:26:00,35.02
D21674,ORD11675,WH-East,2026-01-20 05:25:00,2026-01-20 07:19:00,41.49
D21675,ORD11676,WH-South,2026-03-07 09:29:00,2026-03-07 12:45:00,79.99
D21676,ORD11677,WH-North,2026-03-29 18:37:00,2026-03-29 22:02:00,34.83
D21677,ORD11678,WH-West,2026-01-30 19:48:00,2026-01-31 00:11:00,69.77
D21678,ORD11679,WH-South,2026-03-11 03:20:00,2026-03-11 05:35:00,35.62
D21679,ORD11680,WH-North,2026-03-21 01:22:00,2026-03-21 03:30:00,75.61
D21680,ORD11681,WH-East,2026-01-26 03:55:00,2026-01-26 05:47:00,114.88
D21681,ORD11682,WH-East,2026-02-18 10:06:00,,109.54
D21682,ORD11683,WH-West,2026-03-17 08:38:00,2026-03-17 10:04:00,62.09
D21683,ORD11684,WH-Central,2026-03-31 03:28:00,2026-03-31 04:14:00,90.8
D21684,ORD11685,WH-North,2026-01-13 12:49:00,2026-01-13 16:13:00,42.22
D21685,ORD11686,WH-West,2026-02-21 13:24:00,2026-02-21 16:40:00,34.12
D21686,ORD11687,WH-West,2026-02-04 11:45:00,2026-02-04 12:52:00,104.14
D21687,ORD11688,WH-West,2026-02-28 09:20:00,2026-02-28 10:29:00,49.37
D21688,ORD11689,WH-South,2026-03-26 05:47:00,,40.06
D21689,ORD11690,WH-East,2026-03-10 12:43:00,2026-03-10 15:57:00,79.36
D21690,ORD11691,WH-South,2026-03-12 18:34:00,2026-03-12 23:19:00,88.55
D21691,ORD11692,WH-Central,2026-03-27 03:06:00,2026-03-27 06:23:00,91.43
D21692,ORD11693,WH-East,2026-03-01 22:37:00,2026-03-02 01:07:00,80.17
D21693,ORD11694,WH-Central,2026-01-31 14:21:00,2026-01-31 17:22:00,110.43
D21694,ORD11695,WH-South,2026-02-15 00:30:00,,79.19
D21695,ORD11696,WH-East,2026-02-23 19:49:00,,66.14
D21696,ORD11697,WH-North,2026-03-26 08:55:00,2026-03-26 12:18:00,93.01
D21697,ORD11698,WH-South,2026-01-15 19:59:00,2026-01-15 22:42:00,116.46
D21698,ORD11699,WH-North,2026-03-15 17:30:00,2026-03-15 20:12:00,35.29
D21699,ORD11700,WH-South,2026-01-01 22:39:00,2026-01-02 01:04:00,36.14
D21700,ORD11701,WH-Central,2026-03-27 17:00:00,2026-03-27 18:27:00,113.33
D21701,ORD11702,WH-West,2026-01-22 17:08:00,2026-01-22 21:56:00,85.77
D21702,ORD11703,WH-West,2026-03-28 03:02:00,2026-03-28 03:39:00,119.64
D21703,ORD11704,WH-North,2026-01-04 19:07:00,2026-01-04 20:55:00,77.04
D21704,ORD11705,WH-North,2026-03-05 15:11:00,2026-03-05 17:34:00,118.67
D21705,ORD11706,WH-South,2026-03-24 12:10:00,2026-03-24 15:29:00,114.89
D21706,ORD11707,WH-West,2026-01-22 16:11:00,,41.73
D21707,ORD11708,WH-South,2026-02-12 09:52:00,,92.04
D21708,ORD11709,WH-East,2026-02-24 08:43:00,2026-02-24 12:36:00,91.12
D21709,ORD11710,WH-West,2026-02-27 22:32:00,2026-02-28 01:34:00,71.59
D21710,ORD11711,WH-Central,2026-03-26 12:10:00,2026-03-26 13:00:00,74.83
D21711,ORD11712,WH-South,2026-03-10 07:42:00,,31.85
D21712,ORD11713,WH-East,2026-01-20 14:39:00,2026-01-20 17:04:00,30.92
D21713,ORD11714,WH-South,2026-02-22 15:51:00,2026-02-22 17:13:00,117.84
D21714,ORD11715,WH-Central,2026-02-02 02:46:00,2026-02-02 04:10:00,97.08
D21715,ORD11716,WH-South,2026-03-27 12:26:00,2026-03-27 14:22:00,33.26
D21716,ORD11717,WH-South,2026-02-14 17:41:00,2026-02-14 18:51:00,35.64
D21717,ORD11718,WH-North,2026-03-15 16:11:00,2026-03-15 18:54:00,52.01
D21718,ORD11719,WH-West,2026-01-25 00:00:00,2026-01-25 01:25:00,36.52
D21719,ORD11720,WH-North,2026-01-10 21:37:00,,76.2
D21720,ORD11721,WH-Central,2026-01-27 03:36:00,,115.47
D21721,ORD11722,WH-North,2026-02-28 00:14:00,,57.93
D21722,ORD11723,WH-East,2026-03-19 14:59:00,2026-03-19 18:46:00,77.1
D21723,ORD11724,WH-West,2026-03-06 14:04:00,2026-03-06 18:49:00,71.67
D21724,ORD11725,WH-East,2026-03-14 05:52:00,2026-03-14 08:33:00,105.86
D21725,ORD11726,WH-Central,2026-01-17 19:26:00,2026-01-17 21:38:00,119.38
D21726,ORD11727,WH-East,2026-01-29 01:15:00,2026-01-29 03:01:00,60.57
D21727,ORD11728,WH-North,2026-03-12 21:50:00,,46.92
D21728,ORD11729,WH-East,2026-01-22 01:00:00,2026-01-22 05:51:00,107.8
D21729,ORD11730,WH-West,2026-01-19 09:54:00,2026-01-19 12:53:00,118.7
D21730,ORD11731,WH-East,2026-03-28 12:42:00,2026-03-28 13:22:00,55.74
D21731,ORD11732,WH-North,2026-03-07 18:19:00,2026-03-07 20:35:00,87.95
D21732,ORD11733,WH-North,2026-03-03 00:27:00,2026-03-03 02:02:00,49.13
D21733,ORD11734,WH-North,2026-02-24 21:33:00,2026-02-25 01:03:00,81.79
D21734,ORD11735,WH-West,2026-03-11 11:35:00,2026-03-11 12:15:00,59.07
D21735,ORD11736,WH-North,2026-02-22 03:29:00,2026-02-22 07:57:00,58.99
D21736,ORD11737,WH-East,2026-01-28 09:17:00,2026-01-28 10:20:00,57.11
D21737,ORD11738,WH-South,2026-02-14 10:32:00,2026-02-14 13:04:00,53.92
D21738,ORD11739,WH-West,2026-03-07 08:38:00,2026-03-07 10:19:00,106.78
D21739,ORD11740,WH-East,2026-01-14 11:23:00,2026-01-14 15:11:00,43.17
D21740,ORD11741,WH-West,2026-03-21 11:26:00,2026-03-21 12:02:00,67.77
D21741,ORD11742,WH-West,2026-01-25 22:40:00,2026-01-26 03:37:00,58.04
D21742,ORD11743,WH-Central,2026-03-07 18:59:00,2026-03-07 23:41:00,40.0
D21743,ORD11744,WH-Central,2026-02-13 15:31:00,2026-02-13 19:01:00,70.98
D21744,ORD11745,WH-South,2026-01-07 21:55:00,2026-01-07 23:43:00,74.63
D21745,ORD11746,WH-South,2026-02-22 18:25:00,,38.38
D21746,ORD11747,WH-North,2026-03-24 04:43:00,,53.07
D21747,ORD11748,WH-East,2026-02-26 22:23:00,2026-02-27 01:43:00,68.99
D21748,ORD11749,WH-East,2026-02-20 08:56:00,2026-02-20 11:29:00,109.79
D21749,ORD11750,WH-East,2026-01-14 11:12:00,2026-01-14 14:01:00,90.22
D21750,ORD11751,WH-North,2026-02-27 20:52:00,2026-02-28 01:31:00,109.35
D21751,ORD11752,WH-West,2026-02-03 12:26:00,2026-02-03 16:32:00,110.51
D21752,ORD11753,WH-West,2026-03-15 00:49:00,2026-03-15 04:01:00,51.91
D21753,ORD11754,WH-North,2026-01-24 21:25:00,,45.97
D21754,ORD11755,WH-North,2026-01-12 09:24:00,,76.87
D21755,ORD11756,WH-North,2026-02-17 00:23:00,2026-02-17 02:33:00,70.32
D21756,ORD11757,WH-North,2026-02-18 20:09:00,2026-02-18 23:45:00,51.69
D21757,ORD11758,WH-Central,2026-02-24 21:09:00,2026-02-24 23:01:00,64.85
D21758,ORD11759,WH-North,2026-03-26 14:28:00,2026-03-26 16:07:00,41.88
D21759,ORD11760,WH-South,2026-03-04 14:21:00,2026-03-04 15:29:00,91.25
