order_id,customer_id,product_id,order_date,discount_applied,order_status
ORD11341,C7520,P1057,08-03-2026 08:57,0.15,Cancelled
ORD11342,C4197,P1095,06-03-2026 22:10,0,Delivered
ORD11343,C5698,P1056,08-03-2026 11:33,0,Cancelled
ORD11344,C7443,P1053,01-02-2026 21:04,0.05,Delivered
ORD11345,C4357,P1039,26-03-2026 01:56,0.1,Delivered
ORD11346,C6953,P1022,09-01-2026 12:21,0.05,Cancelled
ORD11347,C1085,P1042,12-01-2026 23:33,0,Delivered
ORD11348,C1614,P1040,29-03-2026 16:29,0.2,Delivered
ORD11349,C1478,P1100,14-01-2026 13:32,0.15,Delivered
ORD11350,C3625,P1060,20-02-2026 11:41,0,Delivered
ORD11351,C3879,P1084,07-01-2026 19:33,0,Delivered
ORD11352,C7499,P1015,25-02-2026 11:09,0.1,Delivered
ORD11353,C4520,P1068,09-02-2026 12:07,0,Delivered
ORD11354,C2534,P1077,28-01-2026 10:51,0,Delivered
ORD11355,C2907,P1002,29-01-2026 17:46,0,Delivered
ORD11356,C2399,P1066,08-02-2026 17:33,0.05,Returned
ORD11357,C9362,P1036,28-01-2026 20:53,0.05,Cancelled
ORD11358,C8109,P1096,18-03-2026 11:31,0.05,Delivered
ORD11359,C5796,P1071,16-01-2026 16:51,0.1,Cancelled
ORD11360,C5842,P1099,06-01-2026 15:44,0.1,Cancelled
ORD11361,C8356,P1041,23-02-2026 06:38,0.1,Cancelled
ORD11362,C7331,P1030,18-02-2026 11:59,0.05,Delivered
ORD11363,C7985,P1081,01-02-2026 12:40,0.1,Delivered
ORD11364,C7122,P1001,23-03-2026 23:26,0,Delivered
ORD11365,C9287,P1072,17-01-2026 20:32,0.1,Delivered
ORD11366,C9545,P1047,13-01-2026 13:21,0,Delivered
ORD11367,C4473,P1010,03-01-2026 15:45,0,Delivered
ORD11368,C6565,P1072,30-01-2026 02:54,0.05,Delivered
ORD11369,C8268,P1006,25-03-2026 03:22,0,Delivered
ORD11370,C4805,P1078,26-01-2026 07:34,0,Delivered
ORD11371,C1764,P1065,23-01-2026 16:49,0,Delivered
ORD11372,C2363,P1095,10-01-2026 05:10,0,Delivered
ORD11373,C4423,P1097,03-01-2026 00:58,0,Delivered
ORD11374,C5453,P1060,15-01-2026 23:16,0.1,Delivered
ORD11375,C3555,P1023,07-02-2026 20:29,0,Delivered
ORD11376,C7121,P1068,01-03-2026 03:40,0.05,Delivered
ORD11377,C9318,P1035,04-03-2026 21:43,0.1,Delivered
ORD11378,C2019,P1046,11-02-2026 17:15,0,Delivered
ORD11379,C5809,P1057,07-01-2026 19:54,0.05,Delivered
ORD11380,C8784,P1096,22-02-2026 01:02,0.05,Cancelled
ORD11381,C2347,P1045,28-01-2026 15:22,0.2,Delivered
ORD11382,C7844,P1071,30-03-2026 12:08,0.15,Delivered
ORD11383,C7547,P1069,21-01-2026 21:03,0,Delivered
ORD11384,C9497,P1061,11-01-2026 01:20,0,Delivered
ORD11385,C9132,P1004,06-01-2026 02:49,0.1,Returned
ORD11386,C1849,P1079,31-01-2026 07:02,0.1,Cancelled
ORD11387,C3531,P1015,30-01-2026 14:54,0,Delivered
ORD11388,C7090,P1074,22-02-2026 19:02,0.15,Delivered
ORD11389,C3685,P1030,03-02-2026 08:23,0.1,Delivered
ORD11390,C3301,P1086,16-01-2026 11:52,0.1,Delivered
ORD11391,C7464,P1053,10-03-2026 15:03,0,Cancelled
ORD11392,C6801,P1094,12-01-2026 13:38,0,Delivered
ORD11393,C3179,P1053,20-01-2026 15:17,0.1,Cancelled
ORD11394,C8320,P1075,02-02-2026 06:23,0,Delivered
ORD11395,C3280,P1025,02-02-2026 18:14,0,Delivered
ORD11396,C6265,P1012,15-01-2026 15:25,0.05,Delivered
ORD11397,C1441,P1029,25-03-2026 03:19,0.05,Cancelled
ORD11398,C8929,P1025,07-03-2026 01:43,0,Delivered
ORD11399,C9498,P1090,16-03-2026 14:56,0.1,Cancelled
ORD11400,C1163,P1076,16-01-2026 09:53,0.05,Delivered
ORD11401,C5220,P1059,20-01-2026 17:17,0.05,Delivered
ORD11402,C1092,P1054,15-02-2026 22:37,0.1,Delivered
ORD11403,C4812,P1048,20-02-2026 19:47,0.15,Delivered
ORD11404,C4979,P1065,22-03-2026 19:51,0.05,Delivered
ORD11405,C6332,P1085,06-03-2026 10:40,0.15,Delivered
ORD11406,C9845,P1081,29-01-2026 15:05,0.15,Delivered
ORD11407,C8733,P1069,02-02-2026 21:44,0.2,Delivered
ORD11408,C7855,P1011,14-02-2026 23:47,0.15,Delivered
ORD11409,C7829,P1087,25-03-2026 13:00,0,Delivered
ORD11410,C6151,P1014,05-02-2026 16:54,0,Delivered
ORD11411,C2477,P1017,18-01-2026 21:32,0,Delivered
ORD11412,C1205,P1053,06-03-2026 20:15,0.05,Delivered
ORD11413,C4374,P1046,28-03-2026 21:08,0,Delivered
ORD11414,C1468,P1032,18-01-2026 21:50,0.05,Cancelled
ORD11415,C1383,P1029,06-03-2026 11:39,0.1,Delivered
ORD11416,C2179,P1039,24-01-2026 19:29,0.2,Cancelled
ORD11417,C7340,P1077,07-03-2026 01:42,0,Delivered
ORD11418,C1956,P1064,07-01-2026 23:40,0,Delivered
ORD11419,C2956,P1089,11-03-2026 22:48,0.05,Delivered
ORD11420,C2849,P1100,08-03-2026 08:08,0,Delivered
ORD11421,C9422,P1038,13-01-2026 12:15,0.05,Delivered
ORD11422,C9094,P1089,25-03-2026 22:33,0.15,Delivered
ORD11423,C9505,P1066,24-01-2026 13:46,0.15,Delivered
ORD11424,C4829,P1081,10-02-2026 00:20,0.1,Delivered
ORD11425,C3421,P1056,15-02-2026 08:02,0,Delivered
ORD11426,C6920,P1070,22-02-2026 09:37,0,Delivered
ORD11427,C1212,P1092,26-01-2026 04:48,0,Cancelled
ORD11428,C4536,P1036,16-02-2026 06:46,0,Delivered
ORD11429,C8006,P1021,03-02-2026 05:19,0.1,Delivered
ORD11430,C7131,P1098,12-01-2026 09:52,0.2,Delivered
ORD11431,C6681,P1038,19-02-2026 02:02,0.1,Delivered
ORD11432,C5580,P1051,09-02-2026 16:25,0,Delivered
ORD11433,C1983,P1022,30-01-2026 11:16,0.2,Delivered
ORD11434,C1985,P1091,22-02-2026 00:20,0.05,Delivered
ORD11435,C3209,P1017,25-03-2026 22:17,0,Delivered
ORD11436,C8250,P1001,26-02-2026 17:55,0.1,Delivered
ORD11437,C3581,P1091,02-02-2026 11:51,0,Delivered
ORD11438,C3140,P1075,16-01-2026 04:22,0.05,Delivered
ORD11439,C4789,P1091,17-01-2026 16:15,0,Delivered
ORD11440,C3361,P1099,13-01-2026 11:32,0.05,Delivered
ORD11441,C7416,P1062,12-01-2026 10:01,0,Delivered
ORD11442,C8068,P1027,23-02-2026 19:32,0.05,Delivered
ORD11443,C8116,P1055,26-02-2026 22:00,0,Delivered
ORD11444,C2220,P1069,21-03-2026 05:20,0.05,Delivered
ORD11445,C2161,P1075,03-02-2026 15:49,0.05,Delivered
ORD11446,C7558,P1070,17-02-2026 19:08,0,Delivered
ORD11447,C8403,P1075,06-02-2026 00:36,0,Delivered
ORD11448,C9009,P1033,19-02-2026 16:42,0,Cancelled
ORD11449,C1607,P1091,26-03-2026 07:09,0,Delivered
ORD11450,C9609,P1021,21-01-2026 18:05,0.1,Delivered
ORD11451,C4015,P1004,27-02-2026 19:25,0.05,Delivered
ORD11452,C6864,P1042,09-03-2026 07:54,0,Delivered
ORD11453,C9338,P1061,06-02-2026 22:38,0.2,Delivered
ORD11454,C3509,P1068,07-01-2026 10:09,0.05,Delivered
ORD11455,C7456,P1056,04-02-2026 04:55,0,Delivered
ORD11456,C5050,P1018,26-01-2026 23:50,0.15,Delivered
ORD11457,C2490,P1061,14-03-2026 05:54,0,Returned
ORD11458,C5500,P1058,08-01-2026 18:01,0.1,Delivered
ORD11459,C8640,P1092,07-01-2026 01:34,0,Delivered
ORD11460,C6828,P1078,22-01-2026 21:17,0.05,Delivered
ORD11461,C5664,P1082,28-01-2026 13:58,0,Delivered
ORD11462,C6944,P1038,05-01-2026 21:02,0.05,Delivered
ORD11463,C3564,P1077,14-01-2026 01:21,0,Cancelled
ORD11464,C2111,P1075,03-01-2026 14:55,0,Delivered
ORD11465,C3443,P1053,16-01-2026 12:59,0.1,Cancelled
ORD11466,C5317,P1015,05-03-2026 19:51,0.1,Delivered
ORD11467,C4262,P1044,10-01-2026 18:34,0,Delivered
ORD11468,C5951,P1035,22-01-2026 03:54,0,Cancelled
ORD11469,C8512,P1038,26-02-2026 16:40,0.1,Delivered
ORD11470,C3719,P1006,10-01-2026 23:40,0.1,Delivered
ORD11471,C8165,P1071,15-02-2026 17:20,0.1,Returned
ORD11472,C8225,P1082,21-01-2026 15:11,0.15,Cancelled
ORD11473,C9688,P1011,10-03-2026 00:01,0,Delivered
ORD11474,C9979,P1006,28-02-2026 14:32,0,Returned
ORD11475,C5671,P1077,03-03-2026 12:58,0.1,Delivered
ORD11476,C3707,P1088,22-01-2026 13:47,0,Delivered
ORD11477,C7632,P1026,02-03-2026 12:59,0.1,Delivered
ORD11478,C6666,P1077,19-01-2026 22:17,0,Delivered
ORD11479,C5907,P1012,20-02-2026 11:05,0,Delivered
ORD11480,C8740,P1003,05-01-2026 12:26,0.15,Delivered
ORD11481,C5902,P1087,23-01-2026 15:03,0,Delivered
ORD11482,C8333,P1092,28-02-2026 06:27,0.05,Delivered
ORD11483,C4926,P1089,08-01-2026 04:11,0.05,Delivered
ORD11484,C2944,P1031,06-01-2026 12:45,0.05,Delivered
ORD11485,C6803,P1007,02-01-2026 00:56,0,Delivered
ORD11486,C4785,P1036,06-03-2026 22:48,0.2,Delivered
ORD11487,C1209,P1063,02-02-2026 02:09,0.05,Delivered
ORD11488,C2272,P1048,31-01-2026 18:39,0.1,Delivered
ORD11489,C7733,P1044,09-02-2026 17:27,0.05,Cancelled
ORD11490,C2353,P1014,04-01-2026 04:23,0.05,Delivered
ORD11491,C5522,P1088,18-02-2026 06:39,0,Cancelled
ORD11492,C1533,P1050,30-03-2026 07:57,0.05,Delivered
ORD11493,C5452,P1064,15-01-2026 07:49,0,Delivered
ORD11494,C8322,P1015,24-03-2026 18:57,0,Delivered
ORD11495,C9105,P1031,23-03-2026 05:52,0,Delivered
ORD11496,C4908,P1097,26-01-2026 12:58,0.05,Delivered
ORD11497,C1959,P1034,15-02-2026 17:53,0.15,Delivered
ORD11498,C4391,P1038,08-03-2026 04:38,0,Delivered
ORD11499,C4932,P1001,09-02-2026 19:13,0,Delivered
ORD11500,C9936,P1060,11-03-2026 03:09,0.1,Delivered
ORD11501,C2995,P1050,02-02-2026 00:22,0.05,Delivered
ORD11502,C6222,P1098,22-02-2026 00:39,0.05,Delivered
ORD11503,C1052,P1057,01-03-2026 09:13,0.15,Delivered
ORD11504,C5249,P1085,28-02-2026 02:16,0,Cancelled
ORD11505,C1751,P1036,25-03-2026 12:06,0,Cancelled
ORD11506,C4450,P1053,13-02-2026 10:27,0.05,Delivered
ORD11507,C9784,P1095,14-02-2026 18:19,0.15,Delivered
ORD11508,C2684,P1061,25-02-2026 20:38,0.05,Delivered
ORD11509,C6956,P1081,02-01-2026 19:29,0.05,Delivered
ORD11510,C7686,P1086,13-01-2026 01:30,0.05,Delivered
ORD11511,C7363,P1049,13-03-2026 19:40,0.05,Delivered
ORD11512,C3211,P1032,22-01-2026 12:14,0.15,Delivered
ORD11513,C2214,P1072,01-03-2026 17:28,0.15,Cancelled
ORD11514,C3319,P1041,19-03-2026 00:32,0,Delivered
ORD11515,C8118,P1062,03-03-2026 11:03,0.05,Delivered
ORD11516,C6618,P1065,07-03-2026 13:11,0.05,Delivered
ORD11517,C2671,P1012,09-03-2026 14:21,0,Delivered
ORD11518,C1833,P1019,11-03-2026 05:18,0,Delivered
ORD11519,C1425,P1085,12-02-2026 14:54,0.05,Returned
ORD11520,C5324,P1039,26-03-2026 17:03,0.15,Delivered
ORD11521,C9690,P1040,04-01-2026 12:19,0.15,Delivered
ORD11522,C1164,P1039,15-01-2026 21:35,0.05,Delivered
ORD11523,C5154,P1069,13-02-2026 02:36,0,Delivered
ORD11524,C5467,P1062,07-02-2026 21:57,0,Delivered
ORD11525,C5041,P1068,18-03-2026 22:02,0.05,Delivered
ORD11526,C8655,P1030,20-02-2026 19:18,0,Delivered
ORD11527,C1649,P1016,04-03-2026 01:15,0.15,Delivered
ORD11528,C3383,P1002,23-01-2026 00:54,0.15,Delivered
ORD11529,C2278,P1065,11-01-2026 03:44,0.05,Delivered
ORD11530,C4718,P1048,07-02-2026 09:24,0,Delivered
ORD11531,C6366,P1034,19-01-2026 00:14,0.1,Delivered
ORD11532,C1283,P1078,27-03-2026 06:05,0.2,Delivered
ORD11533,C1893,P1033,22-03-2026 22:06,0.05,Delivered
ORD11534,C7648,P1059,24-02-2026 11:28,0,Cancelled
ORD11535,C8619,P1002,06-01-2026 16:24,0.2,Delivered
ORD11536,C7251,P1086,26-01-2026 00:01,0,Delivered
ORD11537,C3839,P1017,15-03-2026 05:29,0.15,Delivered
ORD11538,C4589,P1100,24-01-2026 23:17,0.2,Delivered
ORD11539,C5575,P1002,27-01-2026 03:53,0.05,Delivered
ORD11540,C9069,P1098,14-03-2026 04:37,0,Delivered
ORD11541,C8112,P1009,13-01-2026 08:42,0,Delivered
ORD11542,C5243,P1075,21-02-2026 21:38,0.2,Delivered
ORD11543,C9403,P1075,23-01-2026 10:13,0.2,Delivered
ORD11544,C9295,P1026,23-02-2026 01:41,0.1,Delivered
ORD11545,C7967,P1092,21-02-2026 11:05,0,Delivered
ORD11546,C1075,P1042,24-03-2026 08:12,0,Delivered
ORD11547,C9990,P1074,05-02-2026 08:57,0.2,Delivered
ORD11548,C1724,P1077,27-02-2026 09:28,0.05,Delivered
ORD11549,C9899,P1005,20-02-2026 03:08,0.2,Delivered
ORD11550,C1801,P1011,27-01-2026 20:25,0,Delivered
ORD11551,C2171,P1001,14-03-2026 03:06,0,Delivered
ORD11552,C4711,P1040,02-03-2026 05:15,0.05,Delivered
ORD11553,C7416,P1004,03-03-2026 17:36,0,Delivered
ORD11554,C1580,P1098,22-01-2026 17:00,0,Delivered
ORD11555,C9466,P1035,07-01-2026 20:09,0,Delivered
ORD11556,C9121,P1034,15-03-2026 09:58,0,Returned
ORD11557,C5931,P1033,14-03-2026 13:53,0.1,Delivered
ORD11558,C1682,P1069,21-03-2026 04:22,0,Delivered
ORD11559,C7739,P1028,26-02-2026 16:19,0.1,Delivered
ORD11560,C5688,P1054,04-02-2026 10:52,0.1,Delivered
ORD11561,C9616,P1019,09-03-2026 04:41,0.05,Delivered
ORD11562,C4163,P1087,25-02-2026 15:13,0.15,Cancelled
ORD11563,C7443,P1025,17-01-2026 15:37,0,Delivered
ORD11564,C7568,P1097,11-02-2026 10:20,0.05,Delivered
ORD11565,C7558,P1080,22-03-2026 00:08,0.1,Delivered
ORD11566,C9790,P1099,04-01-2026 14:50,0.05,Delivered
ORD11567,C5593,P1029,25-02-2026 21:53,0.1,Delivered
ORD11568,C2824,P1070,17-01-2026 03:07,0.1,Delivered
ORD11569,C9183,P1012,21-03-2026 19:28,0.05,Delivered
ORD11570,C2292,P1039,16-03-2026 08:53,0,Delivered
ORD11571,C6786,P1091,29-03-2026 02:41,0.05,Delivered
ORD11572,C6661,P1080,04-01-2026 18:11,0.1,Delivered
ORD11573,C5033,P1096,19-03-2026 02:33,0.15,Delivered
ORD11574,C5225,P1030,20-03-2026 12:29,0,Delivered
ORD11575,C1944,P1055,26-03-2026 15:07,0,Delivered
ORD11576,C6952,P1019,10-01-2026 11:57,0.05,Delivered
ORD11577,C6525,P1078,04-01-2026 04:33,0,Cancelled
ORD11578,C3651,P1035,16-02-2026 05:46,0,Delivered
ORD11579,C3917,P1051,24-01-2026 11:16,0.05,Delivered
ORD11580,C8926,P1084,05-01-2026 03:20,0.05,Delivered
ORD11581,C1840,P1072,25-01-2026 18:20,0,Delivered
ORD11582,C5644,P1041,22-01-2026 06:16,0.05,Delivered
ORD11583,C3506,P1038,26-01-2026 19:57,0,Cancelled
ORD11584,C3046,P1056,10-02-2026 11:58,0.1,Delivered
ORD11585,C3340,P1034,01-02-2026 11:54,0.05,Delivered
ORD11586,C7442,P1052,12-02-2026 22:03,0.1,Delivered
ORD11587,C9896,P1063,11-01-2026 08:40,0.15,Delivered
ORD11588,C9519,P1027,16-03-2026 22:55,0.1,Delivered
ORD11589,C1025,P1094,14-01-2026 02:01,0.05,Delivered
ORD11590,C6020,P1030,29-01-2026 17:56,0,Delivered
ORD11591,C8084,P1085,02-01-2026 04:55,0,Delivered
ORD11592,C8183,P1075,01-02-2026 06:27,0.05,Delivered
ORD11593,C5864,P1077,19-01-2026 00:00,0.15,Delivered
ORD11594,C2074,P1022,28-02-2026 03:17,0,Delivered
ORD11595,C6854,P1028,10-02-2026 12:16,0.05,Delivered
ORD11596,C4228,P1057,12-01-2026 02:59,0,Delivered
ORD11597,C2494,P1054,14-01-2026 04:39,0.05,Cancelled
ORD11598,C8431,P1065,07-01-2026 17:21,0,Cancelled
ORD11599,C1500,P1097,22-01-2026 00:43,0.1,Delivered
ORD11600,C5075,P1035,04-02-2026 14:52,0,Returned
ORD11601,C6052,P1056,09-03-2026 23:16,0.2,Cancelled
ORD11602,C6267,P1022,11-03-2026 09:29,0,Cancelled
ORD11603,C8730,P1063,13-03-2026 01:32,0.2,Delivered
ORD11604,C3761,P1047,29-03-2026 22:44,0.05,Delivered
ORD11605,C2540,P1033,22-03-2026 16:50,0.1,Delivered
ORD11606,C4480,P1089,14-03-2026 14:13,0,Delivered
ORD11607,C7545,P1036,27-03-2026 10:09,0,Delivered
ORD11608,C7662,P1038,23-03-2026 19:49,0.05,Delivered
ORD11609,C5411,P1058,27-02-2026 01:28,0.1,Delivered
ORD11610,C5989,P1087,29-03-2026 14:01,0,Delivered
ORD11611,C4488,P1050,24-01-2026 21:38,0.15,Returned
ORD11612,C5419,P1022,14-01-2026 23:03,0,Cancelled
ORD11613,C2007,P1091,15-03-2026 20:23,0,Delivered
ORD11614,C4682,P1057,02-03-2026 15:49,0.15,Delivered
ORD11615,C2823,P1066,18-01-2026 04:16,0,Delivered
ORD11616,C5460,P1055,19-03-2026 18:33,0.15,Delivered
ORD11617,C4294,P1052,03-01-2026 01:02,0.1,Delivered
ORD11618,C7447,P1068,04-03-2026 00:34,0,Delivered
ORD11619,C9426,P1003,27-01-2026 16:08,0,Delivered
ORD11620,C6349,P1036,25-02-2026 22:13,0.2,Delivered
ORD11621,C1027,P1092,21-02-2026 06:54,0.1,Delivered
ORD11622,C3906,P1057,15-02-2026 22:58,0.05,Delivered
ORD11623,C3359,P1069,25-03-2026 04:51,0.1,Delivered
ORD11624,C5360,P1019,16-01-2026 22:53,0.1,Delivered
ORD11625,C3762,P1099,16-03-2026 13:38,0.2,Delivered
ORD11626,C6869,P1042,11-01-2026 13:19,0.05,Delivered
ORD11627,C3867,P1046,08-02-2026 20:26,0.15,Delivered
ORD11628,C6954,P1065,27-03-2026 06:00,0.05,Delivered
ORD11629,C3115,P1098,25-01-2026 17:50,0.1,Delivered
ORD11630,C9988,P1043,25-03-2026 17:48,0.1,Delivered
ORD11631,C3263,P1081,23-02-2026 21:12,0.05,Delivered
ORD11632,C4237,P1059,02-02-2026 09:44,0,Delivered
ORD11633,C2066,P1008,08-03-2026 06:00,0.15,Cancelled
ORD11634,C5047,P1074,23-01-2026 20:33,0,Returned
ORD11635,C7445,P1090,22-01-2026 02:17,0.15,Delivered
ORD11636,C3480,P1037,10-01-2026 07:57,0,Delivered
ORD11637,C4350,P1095,02-03-2026 05:04,0,Delivered
ORD11638,C6496,P1087,10-01-2026 16:21,0.2,Delivered
ORD11639,C9424,P1061,08-01-2026 11:59,0.2,Delivered
ORD11640,C9933,P1047,17-02-2026 04:33,0.15,Delivered
ORD11641,C8288,P1080,27-03-2026 11:32,0.15,Delivered
ORD11642,C2952,P1036,11-01-2026 04:46,0.2,Delivered
ORD11643,C6016,P1012,17-01-2026 18:06,0,Delivered
ORD11644,C4517,P1095,18-03-2026 22:57,0.05,Delivered
ORD11645,C9602,P1085,27-01-2026 07:31,0,Cancelled
ORD11646,C4053,P1059,02-03-2026 17:36,0.2,Delivered
ORD11647,C5488,P1076,16-01-2026 04:04,0.1,Delivered
ORD11648,C8692,P1038,17-02-2026 18:37,0,Delivered
ORD11649,C5077,P1014,08-01-2026 01:46,0.05,Returned
ORD11650,C5726,P1068,05-02-2026 22:17,0,Delivered
ORD11651,C4523,P1068,26-01-2026 04:42,0.05,Delivered
ORD11652,C9529,P1048,08-02-2026 20:49,0.2,Delivered
ORD11653,C2075,P1087,03-02-2026 18:13,0.05,Delivered
ORD11654,C6625,P1021,19-03-2026 00:27,0.1,Delivered
ORD11655,C7759,P1005,12-01-2026 07:51,0.15,Delivered
ORD11656,C6304,P1056,25-01-2026 04:41,0.1,Delivered
ORD11657,C5912,P1036,07-02-2026 10:30,0.05,Delivered
ORD11658,C1036,P1039,24-02-2026 10:38,0.2,Delivered
ORD11659,C2209,P1040,27-02-2026 19:50,0,Delivered
ORD11660,C4378,P1099,07-01-2026 08:24,0.2,Delivered
ORD11661,C6906,P1051,26-03-2026 17:31,0.2,Delivered
ORD11662,C9319,P1047,26-01-2026 23:23,0.2,Delivered
ORD11663,C1325,P1089,21-01-2026 03:56,0.1,Cancelled
ORD11664,C8871,P1081,11-01-2026 10:52,0,Delivered
ORD11665,C2760,P1024,03-01-2026 17:28,0.05,Delivered
ORD11666,C8724,P1092,25-02-2026 14:26,0,Returned
ORD11667,C3582,P1095,01-02-2026 11:08,0.2,Delivered
ORD11668,C7654,P1047,25-03-2026 04:15,0.05,Delivered
ORD11669,C3751,P1091,23-03-2026 06:53,0,Delivered
ORD11670,C9840,P1016,10-01-2026 06:20,0.2,Delivered
ORD11671,C7688,P1033,16-02-2026 02:02,0.1,Delivered
ORD11672,C8623,P1077,20-01-2026 14:11,0,Delivered
ORD11673,C7718,P1033,13-02-2026 08:09,0,Delivered
ORD11674,C1366,P1019,15-02-2026 20:50,0,Delivered
ORD11675,C7992,P1055,20-01-2026 04:03,0.05,Delivered
ORD11676,C5405,P1097,07-03-2026 08:09,0,Delivered
ORD11677,C8671,P1062,29-03-2026 17:14,0,Delivered
ORD11678,C5522,P1067,30-01-2026 19:27,0,Delivered
ORD11679,C7609,P1051,11-03-2026 02:53,0.15,Delivered
ORD11680,C9136,P1085,21-03-2026 01:06,0.2,Delivered
ORD11681,C9625,P1022,26-01-2026 02:20,0,Delivered
ORD11682,C8704,P1008,18-02-2026 08:45,0,Cancelled
ORD11683,C1920,P1044,17-03-2026 07:33,0,Delivered
ORD11684,C7081,P1007,31-03-2026 02:04,0.05,Delivered
ORD11685,C2418,P1016,13-01-2026 10:54,0.1,Delivered
ORD11686,C9835,P1055,21-02-2026 12:29,0.1,Delivered
ORD11687,C4273,P1066,04-02-2026 09:53,0.05,Delivered
ORD11688,C6884,P1033,28-02-2026 07:25,0.05,Delivered
ORD11689,C4594,P1035,26-03-2026 03:50,0,Cancelled
ORD11690,C1925,P1022,10-03-2026 12:20,0.2,Delivered
ORD11691,C3962,P1028,12-03-2026 17:07,0.15,Delivered
ORD11692,C9114,P1077,27-03-2026 01:27,0.1,Delivered
ORD11693,C5874,P1057,01-03-2026 20:54,0.05,Delivered
ORD11694,C4749,P1052,31-01-2026 13:22,0.1,Delivered
ORD11695,C4465,P1012,14-02-2026 22:40,0.2,Cancelled
ORD11696,C6355,P1070,23-02-2026 19:19,0.2,Returned
ORD11697,C7460,P1060,26-03-2026 08:28,0,Delivered
ORD11698,C3488,P1040,15-01-2026 19:14,0.1,Delivered
ORD11699,C2443,P1054,15-03-2026 16:23,0,Delivered
ORD11700,C3513,P1003,01-01-2026 21:57,0.05,Delivered
ORD11701,C1711,P1050,27-03-2026 16:44,0,Delivered
ORD11702,C7662,P1039,22-01-2026 15:50,0,Delivered
ORD11703,C7623,P1082,28-03-2026 01:37,0,Delivered
ORD11704,C8256,P1053,04-01-2026 17:48,0.05,Delivered
ORD11705,C7846,P1061,05-03-2026 13:58,0,Delivered
ORD11706,C2686,P1043,24-03-2026 11:18,0,Delivered
ORD11707,C5082,P1014,22-01-2026 15:08,0.05,Cancelled
ORD11708,C2239,P1074,12-02-2026 09:36,0.05,Returned
ORD11709,C7900,P1022,24-02-2026 08:22,0.1,Delivered
ORD11710,C8422,P1039,27-02-2026 21:06,0.05,Delivered
ORD11711,C5108,P1019,26-03-2026 10:59,0,Delivered
ORD11712,C7954,P1076,10-03-2026 07:22,0.05,Cancelled
ORD11713,C6339,P1034,20-01-2026 12:52,0,Delivered
ORD11714,C3436,P1072,22-02-2026 14:59,0.05,Delivered
ORD11715,C3220,P1038,02-02-2026 00:55,0,Delivered
ORD11716,C8640,P1042,27-03-2026 10:55,0,Delivered
ORD11717,C3786,P1067,14-02-2026 16:32,0,Delivered
ORD11718,C7690,P1023,15-03-2026 14:34,0.2,Delivered
ORD11719,C8595,P1001,24-01-2026 22:16,0.05,Delivered
ORD11720,C2085,P1092,10-01-2026 20:47,0.1,Cancelled
ORD11721,C1042,P1019,27-01-2026 03:19,0.05,Cancelled
ORD11722,C5025,P1066,27-02-2026 23:35,0.05,Cancelled
ORD11723,C7419,P1023,19-03-2026 13:44,0.05,Delivered
ORD11724,C7055,P1071,06-03-2026 12:16,0.1,Delivered
ORD11725,C7265,P1003,14-03-2026 04:01,0.05,Delivered
ORD11726,C1096,P1030,17-01-2026 18:34,0.1,Delivered
ORD11727,C2966,P1040,28-01-2026 23:47,0.2,Delivered
ORD11728,C5605,P1078,12-03-2026 20:07,0.2,Returned
ORD11729,C7717,P1015,21-01-2026 23:29,0,Delivered
ORD11730,C6770,P1017,19-01-2026 09:01,0,Delivered
ORD11731,C8330,P1039,28-03-2026 11:18,0,Delivered
ORD11732,C8533,P1095,07-03-2026 17:36,0,Delivered
ORD11733,C6971,P1043,02-03-2026 23:12,0,Delivered
ORD11734,C7316,P1010,24-02-2026 19:58,0,Delivered
ORD11735,C7435,P1043,11-03-2026 10:37,0.15,Delivered
ORD11736,C7404,P1017,22-02-2026 02:32,0.05,Delivered
ORD11737,C6985,P1026,28-01-2026 08:49,0.15,Delivered
ORD11738,C9931,P1072,14-02-2026 10:01,0.2,Delivered
ORD11739,C5151,P1014,07-03-2026 07:36,0,Delivered
ORD11740,C4189,P1029,14-01-2026 10:10,0,Delivered
ORD11741,C3670,P1047,21-03-2026 10:21,0,Delivered
ORD11742,C1741,P1074,25-01-2026 21:49,0,Delivered
ORD11743,C7395,P1021,07-03-2026 18:13,0.1,Delivered
ORD11744,C8336,P1029,13-02-2026 15:05,0.1,Delivered
ORD11745,C9684,P1084,07-01-2026 21:30,0.2,Delivered
ORD11746,C2356,P1055,22-02-2026 17:15,0.15,Cancelled
ORD11747,C8458,P1036,24-03-2026 03:22,0,Cancelled
ORD11748,C5167,P1027,26-02-2026 21:29,0.05,Delivered
ORD11749,C7627,P1045,20-02-2026 07:55,0.15,Delivered
ORD11750,C3916,P1056,14-01-2026 09:35,0.1,Delivered
ORD11751,C2029,P1070,27-02-2026 20:08,0,Delivered
ORD11752,C7949,P1041,03-02-2026 10:53,0,Delivered
ORD11753,C4003,P1018,14-03-2026 23:30,0,Delivered
ORD11754,C1510,P1001,24-01-2026 19:56,0.1,Cancelled
ORD11755,C9083,P1073,12-01-2026 08:28,0,Returned
ORD11756,C6527,P1081,16-02-2026 23:56,0.1,Delivered
ORD11757,C6117,P1096,18-02-2026 18:48,0,Delivered
ORD11758,C9471,P1027,24-02-2026 19:18,0.15,Delivered
ORD11759,C1299,P1084,26-03-2026 13:21,0.1,Delivered
